id_certificado,nro_certificado,fecha_aplicacion,fecha_vencimiento,hora_aplicacion,proximo_tratamiento,estado,id_cliente,created_ad,updated_ad,id_rubro,id_tratamiento,id_vector,superfice,id_drogas,codigo,id_tipo_cliente,observaciones_certificado,id_tecnico,,
9175,13057,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,3131,,,1,1,1,H/300,1,200.00,,1,,,
9176,13058,18/5/2016,18/8/2016,14:00:00,18/8/2016,1,165,,,1,1,1,H/300,1,450.00,,2,,,
9177,13059,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,1311,,,1,1,1,H/300,1,200.00,,1,,,
9178,13060,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,646,,,1,1,1,H/300,1,200.00,,1,,,
9179,13061,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,2382,,,1,1,1,H/300,1,200.00,,1,,,
9180,13062,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,2662,,,1,1,1,H/300,1,200.00,,1,,,
9181,13063,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,1497,,,1,1,1,H/300,1,200.00,,1,,,
9182,13064,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,1160,,,1,1,1,H/300,1,200.00,,1,,,
9183,13065,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,2656,,,1,1,1,H/300,1,200.00,,1,,,
9184,13066,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,3621,,,1,1,1,H/300,1,200.00,,1,,,
9185,13067,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,1062,,,1,1,1,H/300,1,200.00,,1,,,
9186,13068,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,3576,,,1,1,1,H/300,1,200.00,,1,,,
9187,13070,18/5/2016,18/8/2016,18:00:00,18/8/2016,1,3124,,,1,1,1,H/300,1,450.00,,2,,,
9188,13072,19/5/2016,19/6/2016,13:00:00,19/6/2016,1,2704,,,1,1,1,H/300,1,800.00,,2,,,
9189,13073,19/5/2016,19/6/2016,13:00:00,19/6/2016,1,2245,,,1,1,1,H/300,1,400.00,,2,,,
9190,13074,19/5/2016,19/6/2016,13:00:00,19/6/2016,1,3723,,,1,1,1,H/300,1,900.00,,2,,,
9191,13073,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,3599,,,1,1,1,H/300,1,350.00,,2,,,
9192,13074,18/5/2016,18/7/2016,13:00:00,18/7/2016,1,2602,,,1,1,1,H/300,1,200.00,,1,,,
9193,13075,18/5/2016,18/7/2016,22:00:00,18/7/2016,1,1904,,,1,1,1,H/300,1,500.00,,2,,,
9194,13076,18/5/2016,18/7/2016,13:00:00,18/7/2016,1,890,,,1,1,1,H/300,1,200.00,,1,,,
9195,13077,18/5/2016,18/7/2016,13:00:00,18/7/2016,1,2665,,,1,1,1,H/300,1,200.00,,1,,,
9196,13078,18/5/2016,18/7/2016,13:00:00,18/7/2016,1,3354,,,1,1,1,H/300,1,500.00,,2,,,
9197,13077,19/5/2016,19/8/2016,14:30:00,19/8/2016,1,2218,,,1,1,1,H/300,1,400.00,,2,,,
9198,13078,19/5/2016,19/8/2016,23:30:00,19/8/2016,1,1767,,,1,1,1,H/300,1,450.00,,2,,,
9199,13079,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3247,,,1,1,1,H/300,1,200.00,,1,,,
9200,13080,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3270,,,1,1,1,H/300,1,200.00,,1,,,
9201,13081,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,1328,,,1,1,1,H/300,1,200.00,,1,,,
9202,13082,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,174,,,1,1,1,H/300,1,200.00,,1,,,
9203,13083,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,919,,,1,1,1,H/300,1,200.00,,1,,,
9204,13084,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,1581,,,1,1,1,H/300,1,450.00,,2,,,
9205,13085,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,2146,,,1,1,1,H/300,1,200.00,,1,,,
9206,13086,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,2144,,,1,1,1,H/300,1,200.00,,1,,,
9207,13087,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,2448,,,1,1,1,H/300,1,200.00,,1,,,
9208,13088,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3269,,,1,1,1,H/300,1,200.00,,1,,,
9209,13089,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3272,,,1,1,1,H/300,1,200.00,,1,,,
9210,13090,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3432,,,1,1,1,H/300,1,200.00,,1,,,
9211,13092,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3430,,,1,1,1,H/300,1,200.00,,1,,,
9212,13093,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,1821,,,1,1,1,H/300,1,500.00,,2,,,
9213,13094,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3629,,,1,1,1,H/300,1,200.00,,1,,,
9214,13095,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3628,,,1,1,1,H/300,1,200.00,,1,,,
9215,13096,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,17,,,1,1,1,H/300,1,600.00,,2,,,
9216,13097,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,1269,,,1,1,1,H/300,1,200.00,,1,,,
9217,13098,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,3232,,,1,1,1,H/300,1,200.00,,1,,,
9218,13100,19/5/2016,19/7/2016,13:00:00,19/7/2016,1,2679,,,1,1,1,H/300,1,700.00,,2,,,
9219,13099,19/5/2016,19/8/2016,13:00:00,19/8/2016,1,1713,,,1,1,1,H/300,1,200.00,,1,,,
9220,13099,19/5/2016,19/9/2016,13:00:00,19/9/2016,1,3156,,,1,1,1,H/300,1,0.00,,1,,,
9221,13099,21/5/2016,21/8/2016,22:00:00,21/8/2016,1,2269,,,1,1,1,H/300,1,450.00,,2,,,
9222,13100,21/5/2016,21/8/2016,20:30:00,21/8/2016,1,2486,,,1,1,1,H/300,1,450.00,,2,,,
9223,13101,20/5/2016,20/8/2016,0:30:00,20/8/2016,1,3644,,,1,1,1,H/300,1,850.00,,2,,,
9224,13103,20/5/2016,20/8/2016,13:00:00,20/8/2016,1,3642,,,1,1,1,H/300,1,200.00,,1,,,
9225,13104,20/5/2016,20/6/2016,13:00:00,20/6/2016,1,3721,,,1,1,1,H/300,1,200.00,,1,,,
9226,13105,19/5/2016,19/6/2016,23:00:00,19/6/2016,1,1553,,,1,1,1,H/300,1,900.00,,2,,,
9227,13105,19/5/2016,19/6/2016,23:00:00,19/6/2016,1,1553,,,1,1,1,H/300,1,900.00,,2,,,
9228,13106,22/5/2016,22/7/2016,13:00:00,22/7/2016,1,3485,,,1,1,1,H/300,1,200.00,,1,,,
9229,13107,21/5/2016,21/8/2016,22:00:00,21/8/2016,1,1377,,,1,1,1,H/300,1,450.00,,2,,,
9230,13109,21/5/2016,21/8/2016,13:00:00,21/8/2016,1,1880,,,1,1,1,H/300,1,200.00,,1,,,
9231,13110,20/5/2016,20/8/2016,13:00:00,20/8/2016,1,3641,,,1,1,1,H/300,1,200.00,,1,,,
9232,13111,20/5/2016,20/8/2016,13:00:00,20/8/2016,1,779,,,1,1,1,H/300,1,200.00,,1,,,
9233,13112,20/5/2016,20/8/2016,19:00:00,20/8/2016,1,3640,,,1,1,1,H/300,1,600.00,,2,,,
9234,13113,20/5/2016,20/8/2016,13:00:00,20/8/2016,1,3431,,,1,1,1,H/300,1,200.00,,1,,,
9235,13114,20/5/2016,20/8/2016,13:00:00,20/8/2016,1,3639,,,1,1,1,H/300,1,200.00,,1,,,
9236,13115,20/5/2016,20/8/2016,13:00:00,20/8/2016,1,3056,,,1,1,1,H/300,1,250.00,,1,,,
9237,13116,20/5/2016,20/8/2016,13:00:00,20/8/2016,1,3864,,,1,1,1,H/300,1,200.00,,1,,,
9238,13120,23/5/2016,23/8/2016,11:00:00,23/8/2016,1,349,,,1,1,1,H/300,1,450.00,,2,,,
9239,13121,23/5/2016,23/8/2016,11:00:00,23/8/2016,1,658,,,1,1,1,H/300,1,550.00,,2,,,
9240,13122,23/5/2016,23/8/2016,17:30:00,23/8/2016,1,1605,,,1,1,1,H/300,1,200.00,,1,,,
9241,13123,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,988,,,1,1,1,H/300,1,200.00,,1,,,
9242,13124,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,2063,,,1,1,1,H/300,1,200.00,,1,,,
9243,13125,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,2247,,,1,1,1,H/300,1,200.00,,1,,,
9244,13126,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,1609,,,1,1,1,H/300,1,200.00,,1,,,
9245,13127,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,1117,,,1,1,1,H/300,1,200.00,,1,,,
9246,13128,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,519,,,1,1,1,H/300,1,200.00,,1,,,
9247,13129,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,1444,,,1,1,1,H/300,1,200.00,,1,,,
9248,13130,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,1531,,,1,1,1,H/300,1,200.00,,1,,,
9249,13131,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,244,,,1,1,1,H/300,1,200.00,,1,,,
9250,13132,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,279,,,1,1,1,H/300,1,200.00,,1,,,
9251,13133,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,951,,,1,1,1,H/300,1,200.00,,1,,,
9252,13134,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,623,,,1,1,1,H/300,1,200.00,,1,,,
9253,13135,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,1264,,,1,1,1,H/300,1,200.00,,1,,,
9254,13136,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,1679,,,1,1,1,H/300,1,200.00,,1,,,
9255,13137,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,3632,,,1,1,1,H/300,1,200.00,,1,,,
9256,13138,23/5/2016,23/6/2016,13:00:00,23/6/2016,1,3634,,,1,1,1,H/300,1,200.00,,1,,,
9257,13139,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,2777,,,1,1,1,H/300,1,200.00,,1,,,
9258,13140,23/5/2016,23/8/2016,13:00:00,23/8/2016,1,367,,,1,1,1,H/300,1,200.00,,1,,,
9259,13062,18/5/2016,18/8/2016,13:00:00,18/8/2016,1,3874,,,1,1,1,H/300,1,200.00,,1,,,
9260,13141,23/5/2016,23/7/2016,13:00:00,23/7/2016,1,2499,,,1,1,1,H/300,1,450.00,,2,,,
9261,13142,23/5/2016,23/7/2016,13:00:00,23/7/2016,1,3082,,,1,1,1,H/300,1,650.00,,2,,,
9262,13143,23/5/2016,23/7/2016,13:00:00,23/7/2016,1,754,,,1,1,1,H/300,1,200.00,,1,,,
9263,13144,23/5/2016,23/7/2016,13:00:00,23/7/2016,1,926,,,1,1,1,H/300,1,200.00,,1,,,
9264,13145,23/5/2016,23/6/2016,13:00:00,23/6/2016,1,3220,,,1,1,1,H/300,1,700.00,,2,,,
9265,13147,24/5/2016,24/8/2016,22:30:00,24/8/2016,1,3638,,,1,1,1,H/300,1,450.00,,2,,,
9266,13148,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1614,,,1,1,1,H/300,1,450.00,,2,,,
9267,13149,24/5/2016,24/8/2016,23:00:00,24/8/2016,1,529,,,1,1,1,H/300,1,350.00,,2,,,
9268,13150,24/5/2016,24/8/2016,23:00:00,24/8/2016,1,528,,,1,1,1,H/300,1,350.00,,2,,,
9269,13151,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2950,,,1,1,1,H/300,1,200.00,,1,,,
9270,13152,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2793,,,1,1,1,H/300,1,200.00,,1,,,
9271,13153,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,630,,,1,1,1,H/300,1,200.00,,1,,,
9272,13154,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2136,,,1,1,1,H/300,1,200.00,,1,,,
9273,13155,24/5/2016,24/8/2016,15:00:00,24/8/2016,1,305,,,1,1,1,H/300,1,400.00,,2,,,
9274,13157,24/5/2016,24/8/2016,13:45:00,24/8/2016,1,3631,,,1,1,1,H/300,1,450.00,,2,,,
9275,13158,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1442,,,1,1,1,H/300,1,200.00,,1,,,
9276,13159,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,3438,,,1,1,1,H/300,1,200.00,,1,,,
9277,13160,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2799,,,1,1,1,H/300,1,200.00,,1,,,
9278,13161,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,701,,,1,1,1,H/300,1,200.00,,1,,,
9279,13162,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,723,,,1,1,1,H/300,1,200.00,,1,,,
9280,13163,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1177,,,1,1,1,H/300,1,200.00,,1,,,
9281,13164,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,3142,,,1,1,1,H/300,1,200.00,,1,,,
9282,13165,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1572,,,1,1,1,H/300,1,200.00,,1,,,
9283,13166,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2193,,,1,1,1,H/300,1,200.00,,1,,,
9284,13167,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1097,,,1,1,1,H/300,1,200.00,,1,,,
9285,13168,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1371,,,1,1,1,H/300,1,200.00,,1,,,
9286,13169,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,771,,,1,1,1,H/300,1,200.00,,1,,,
9287,13170,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2667,,,1,1,1,H/300,1,200.00,,1,,,
9288,13171,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,522,,,1,1,1,H/300,1,200.00,,1,,,
9289,13172,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1484,,,1,1,1,H/300,1,200.00,,1,,,
9290,13173,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2165,,,1,1,1,H/300,1,200.00,,1,,,
9291,13174,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1128,,,1,1,1,H/300,1,200.00,,1,,,
9292,13175,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,635,,,1,1,1,H/300,1,400.00,,2,,,
9293,13179,24/5/2016,24/8/2016,23:45:00,24/8/2016,1,2314,,,1,1,1,H/300,1,450.00,,2,,,
9294,13180,24/5/2016,24/6/2016,13:00:00,24/6/2016,1,2833,,,1,1,1,H/300,1,600.00,,2,,,
9295,13181,24/5/2016,24/6/2016,13:00:00,24/6/2016,1,2837,,,1,1,1,H/300,1,500.00,,2,,,
9296,13182,24/5/2016,24/6/2016,13:00:00,24/6/2016,1,2838,,,1,1,1,H/300,1,600.00,,2,,,
9297,13183,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2827,,,1,1,1,H/300,1,200.00,,1,,,
9298,13184,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,1796,,,1,1,1,H/300,1,1900.00,,2,,,
9299,13185,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,2211,,,1,1,1,H/300,1,200.00,,1,,,
9300,13186,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,2561,,,1,1,1,H/300,1,450.00,,2,,,
9301,13187,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,2562,,,1,1,1,H/300,1,700.00,,2,,,
9302,13188,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,2563,,,1,1,1,H/300,1,1000.00,,2,,,
9303,13189,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,3386,,,1,1,1,H/300,1,2400.00,,2,,,
9304,13190,24/5/2016,24/8/2016,18:00:00,24/8/2016,1,3637,,,1,1,1,H/300,1,500.00,,2,,,
9305,13191,24/5/2016,24/6/2016,13:00:00,24/6/2016,1,3619,,,1,1,1,H/300,1,6000.00,,2,,,
9306,13191,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,1398,,,1,1,1,H/300,1,200.00,,1,,,
9307,13191,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,1182,,,1,1,1,H/300,1,280.00,,2,,,
9308,13192,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,1186,,,1,1,1,H/300,1,380.00,,2,,,
9309,13193,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,1183,,,1,1,1,H/300,1,280.00,,2,,,
9310,13194,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,1181,,,1,1,1,H/300,1,280.00,,2,,,
9311,13195,26/5/2016,26/6/2016,13:00:00,26/6/2016,1,1185,,,1,1,1,H/300,1,480.00,,2,,,
9312,13196,24/5/2016,24/6/2016,13:00:00,24/6/2016,1,2021,,,1,1,1,H/300,1,800.00,,2,,,
9313,13196,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,3647,,,1,1,1,H/300,1,450.00,,2,,,
9314,13196,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,3441,,,1,1,1,H/300,1,450.00,,2,,,
9315,13197,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,3440,,,1,1,1,H/300,1,450.00,,2,,,
9316,13198,24/5/2016,24/8/2016,13:00:00,24/8/2016,1,2476,,,1,1,1,H/300,1,200.00,,1,,,
9317,13200,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3304,,,1,1,1,H/300,1,200.00,,1,,,
9318,13201,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3439,,,1,1,1,H/300,1,200.00,,1,,,
9319,13202,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,1836,,,1,1,1,H/300,1,200.00,,1,,,
9320,13203,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,1250,,,1,1,1,H/300,1,0.00,,1,,,
9321,13204,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,1122,,,1,1,1,H/300,1,200.00,,1,,,
9322,13205,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3092,,,1,1,1,H/300,1,200.00,,1,,,
9323,13206,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3141,,,1,1,1,H/300,1,200.00,,1,,,
9324,13207,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3649,,,1,1,1,H/300,1,200.00,,1,,,
9325,13208,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3654,,,1,1,1,H/300,1,200.00,,1,,,
9326,13209,26/5/2016,26/8/2016,17:00:00,26/8/2016,1,3646,,,1,1,1,H/300,1,200.00,,1,,,
9327,13210,26/5/2016,26/8/2016,15:00:00,26/8/2016,1,1490,,,1,1,1,H/300,1,500.00,,2,,,
9328,13211,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,1694,,,1,1,1,H/300,1,400.00,,2,,,
9329,13212,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,1696,,,1,1,1,H/300,1,400.00,,2,,,
9330,13213,26/5/2016,26/8/2016,13:30:00,26/8/2016,1,2825,,,1,1,1,H/300,1,400.00,,2,,,
9331,13214,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3436,,,1,1,1,H/300,1,200.00,,1,,,
9332,13215,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3444,,,1,1,1,H/300,1,200.00,,1,,,
9333,13216,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3002,,,1,1,1,H/300,1,200.00,,1,,,
9334,13217,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,1085,,,1,1,1,H/300,1,200.00,,1,,,
9335,13218,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3442,,,1,1,1,H/300,1,200.00,,1,,,
9336,13219,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,2515,,,1,1,1,H/300,1,200.00,,1,,,
9337,13220,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3277,,,1,1,1,H/300,1,600.00,,2,,,
9338,13221,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,2802,,,1,1,1,H/300,1,200.00,,1,,,
9339,13222,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,642,,,1,1,1,H/300,1,200.00,,1,,,
9340,13223,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,2111,,,1,1,1,H/300,1,200.00,,1,,,
9341,13224,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,2404,,,1,1,1,H/300,1,200.00,,1,,,
9342,13225,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,2238,,,1,1,1,H/300,1,200.00,,1,,,
9343,13227,26/5/2016,26/8/2016,13:00:00,26/8/2016,1,3656,,,1,1,1,H/300,1,3700.00,,2,,,
9344,13252,26/5/2016,26/9/2016,13:00:00,26/9/2016,1,2510,,,1,1,1,H/300,1,0.00,,1,,,
9345,13253,26/5/2016,26/9/2016,13:00:00,26/9/2016,1,3557,,,1,1,1,H/300,1,0.00,,1,,,
9346,13227,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,1828,,,1,1,1,H/300,1,200.00,,1,,,
9347,13228,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,2134,,,1,1,1,H/300,1,200.00,,1,,,
9348,13229,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,515,,,1,1,1,H/300,1,200.00,,1,,,
9349,13230,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,928,,,1,1,1,H/300,1,200.00,,1,,,
9350,13231,27/5/2016,27/8/2016,23:00:00,27/8/2016,1,896,,,1,1,1,H/300,1,450.00,,2,,,
9351,13232,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,2859,,,1,1,1,H/300,1,450.00,,2,,,
9352,13233,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,543,,,1,1,1,H/300,1,200.00,,1,,,
9353,13234,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,1637,,,1,1,1,H/300,1,200.00,,1,,,
9354,13235,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,405,,,1,1,1,H/300,1,200.00,,1,,,
9355,13236,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,874,,,1,1,1,H/300,1,200.00,,1,,,
9356,13237,27/5/2016,27/8/2016,21:15:00,27/8/2016,1,2132,,,1,1,1,H/300,1,450.00,,2,,,
9357,13238,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,1466,,,1,1,1,H/300,1,200.00,,1,,,
9358,13239,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,1114,,,1,1,1,H/300,1,200.00,,1,,,
9359,13240,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,374,,,1,1,1,H/300,1,200.00,,1,,,
9360,13241,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,518,,,1,1,1,H/300,1,200.00,,1,,,
9361,13242,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,2809,,,1,1,1,H/300,1,200.00,,1,,,
9362,13243,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,3279,,,1,1,1,H/300,1,200.00,,1,,,
9363,13244,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,3281,,,1,1,1,H/300,1,200.00,,1,,,
9364,13245,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,3280,,,1,1,1,H/300,1,200.00,,1,,,
9365,13246,27/5/2016,27/8/2016,21:30:00,27/8/2016,1,694,,,1,1,1,H/300,1,450.00,,2,,,
9366,13247,27/5/2016,27/8/2016,23:45:00,27/8/2016,1,3356,,,1,1,1,H/300,1,500.00,,2,,,
9367,13248,27/5/2016,27/8/2016,14:30:00,27/8/2016,1,3435,,,1,1,1,H/300,1,450.00,,2,,,
9368,13249,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,1578,,,1,1,1,H/300,1,2000.00,,2,,,
9369,13250,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,1579,,,1,1,1,H/300,1,1500.00,,2,,,
9370,13251,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,969,,,1,1,1,H/300,1,200.00,,1,,,
9371,13255,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,1372,,,1,1,1,H/300,1,200.00,,1,,,
9372,13257,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,3253,,,1,1,1,H/300,1,200.00,,1,,,
9373,13258,27/5/2016,27/8/2016,14:00:00,27/8/2016,1,1008,,,1,1,1,H/300,1,2000.00,,2,,,
9374,13259,27/5/2016,27/8/2016,13:00:00,27/8/2016,1,1239,,,1,1,1,H/300,1,450.00,,2,,,
9375,13259,28/5/2016,28/8/2016,13:00:00,28/8/2016,1,1239,,,1,1,1,H/300,1,450.00,,2,,,
9376,13263,30/5/2016,30/7/2016,13:00:00,30/7/2016,1,2493,,,1,1,1,H/300,1,550.00,,2,,,
9377,13264,30/5/2016,30/7/2016,13:00:00,30/7/2016,1,2388,,,1,1,1,H/300,1,400.00,,2,,,
9378,13265,30/5/2016,30/7/2016,13:00:00,30/7/2016,1,2744,,,1,1,1,H/300,1,700.00,,2,,,
9379,13266,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,2767,,,1,1,1,H/300,1,200.00,,1,,,
9380,13267,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,977,,,1,1,1,H/300,1,200.00,,1,,,
9381,13268,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,1974,,,1,1,1,H/300,1,200.00,,1,,,
9382,13269,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,3150,,,1,1,1,H/300,1,200.00,,1,,,
9383,13270,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,1669,,,1,1,1,H/300,1,200.00,,1,,,
9384,13271,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,72,,,1,1,1,H/300,1,200.00,,1,,,
9385,13272,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,1504,,,1,1,1,H/300,1,200.00,,1,,,
9386,13273,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,831,,,1,1,1,H/300,1,200.00,,1,,,
9387,13274,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,659,,,1,1,1,H/300,1,200.00,,1,,,
9388,13275,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,2173,,,1,1,1,H/300,1,200.00,,1,,,
9389,13286,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,2247,,,1,1,1,H/300,1,200.00,,1,,,
9390,13287,30/5/2016,30/7/2016,13:00:00,30/7/2016,1,1708,,,1,1,1,H/300,1,700.00,,2,,,
9391,13276,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,1715,,,1,1,1,H/300,1,200.00,,1,,,
9392,13278,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,514,,,1,1,1,H/300,1,200.00,,1,,,
9393,13279,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,1366,,,1,1,1,H/300,1,200.00,,1,,,
9394,13280,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,1315,,,1,1,1,H/300,1,200.00,,1,,,
9395,13281,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,2537,,,1,1,1,H/300,1,200.00,,1,,,
9396,13282,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,1260,,,1,1,1,H/300,1,200.00,,1,,,
9397,13283,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,541,,,1,1,1,H/300,1,200.00,,1,,,
9398,13285,30/5/2016,30/8/2016,13:00:00,30/8/2016,1,1127,,,1,1,1,H/300,1,200.00,,1,,,
