id_certificado,nro_certificado,fecha_aplicacion,fecha_vencimiento,hora_aplicacion,proximo_tratamiento,estado,id_cliente,created_ad,updated_ad,id_rubro,id_tratamiento,id_vector,superfice,id_drogas,codigo,id_tipo_cliente,observaciones_certificado,id_tecnico,,
41201,63355,4/9/2019,4/12/2019,13:00:00,4/12/2019,1,6697,,,1,1,1,H/300,1,400.00,,1,,,
41202,63355,4/9/2019,4/12/2019,13:00:00,4/12/2019,1,6698,,,1,1,1,H/300,1,1200.00,,2,,,
41203,63355,4/9/2019,4/12/2019,13:00:00,4/12/2019,1,600,,,1,1,1,H/300,1,400.00,,1,,,
41204,63355,4/9/2019,4/12/2019,13:00:00,4/12/2019,1,4888,,,1,1,1,H/300,1,1600.00,,2,,,
41205,63387,5/9/2019,5/12/2019,13:00:00,5/12/2019,1,6699,,,1,1,1,H300,1,1200.00,,2,,,
41206,63355,4/9/2019,4/12/2019,13:00:00,4/12/2019,1,6700,,,1,1,1,H/300,1,2500.00,,1,,,
41207,63387,5/9/2019,5/12/2019,13:00:00,5/12/2019,1,3132,,,1,1,1,H/300,1,400.00,,1,,,
41208,63419,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,5027,,,1,1,1,H/300,1,1200.00,,2,,,
41209,63420,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,2260,,,1,1,1,H/300,1,400.00,,1,,,
41210,63421,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,1794,,,1,1,1,H/300,1,400.00,,1,,,
41211,63422,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,1053,,,1,1,1,H/300,1,1200.00,,2,,,
41212,63423,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,3675,,,1,1,1,H/300,1,400.00,,1,,,
41213,63424,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,2816,,,1,1,1,H/300,1,400.00,,1,,,
41214,63425,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,649,,,1,1,1,H/300,1,400.00,,1,,,
41215,63426,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,2636,,,1,1,1,H/300,1,400.00,,1,,,
41216,63427,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,3469,,,1,1,1,H/300,1,400.00,,1,,,
41217,63428,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,3672,,,1,1,1,H/300,1,400.00,,1,,,
41218,63429,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,3903,,,1,1,1,H/300,1,400.00,,1,,,
41219,63430,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,3638,,,1,1,1,H/300,1,1200.00,,2,,,
41220,63431,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,2978,,,1,1,1,H/300,1,1200.00,,2,,,
41221,63432,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,950,,,1,1,1,H/300,1,1200.00,,2,,,
41222,63433,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,182,,,1,1,1,H/300,1,1200.00,,2,,,
41223,63434,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,5028,,,1,1,1,H/300,1,400.00,,1,,,
41224,63435,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,2386,,,1,1,1,H/300,1,400.00,,1,,,
41225,63436,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,4016,,,1,1,1,H/300,1,1200.00,,2,,,
41226,63437,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,1624,,,1,1,1,H/300,1,400.00,,1,,,
41227,63438,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,6220,,,1,1,1,H/300,1,400.00,,1,,,
41228,63439,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,6512,,,1,1,1,H/300,1,400.00,,1,,,
41229,63387,5/9/2019,5/12/2019,13:00:00,5/12/2019,1,1613,,,1,1,1,H/300,1,1200.00,,2,,,
41230,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,4988,,,1,1,1,H/300,1,400.00,,1,,,
41231,63440,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,5762,,,1,1,1,H/300,1,1500.00,,2,,,
41232,63441,7/9/2019,7/12/2019,11:30:00,7/12/2019,1,1839,,,1,1,1,H/300,1,1900.00,,2,,,
41233,63442,9/9/2019,9/12/2019,8:00:00,9/12/2019,1,6389,,,1,1,1,H/300,1,1200.00,,2,,,
41234,63387,5/9/2019,5/12/2019,13:00:00,5/12/2019,1,3637,,,1,1,1,H/300,1,400.00,,1,,,
41235,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,5592,,,1,1,1,H/300,1,0.00,,2,,,
41236,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,5593,,,1,1,1,H/300,1,0.00,,2,,,
41237,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,6625,,,1,1,1,H/300,1,0.00,,2,,,
41238,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,6332,,,1,1,1,H/300,1,2000.00,,2,,,
41239,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,6331,,,1,1,1,H/300,1,0.00,,2,,,
41240,63287,31/8/2019,30/11/2019,13:00:00,30/11/2019,1,1005,,,1,1,1,H/300,1,2500.00,,2,,,
41241,63443,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,2363,,,1,1,1,H/300,1,400.00,,1,,,
41242,63444,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,4652,,,1,1,1,H/300,1,400.00,,1,,,
41243,63445,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,2522,,,1,1,1,H/300,1,400.00,,1,,,
41244,63446,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,4172,,,1,1,1,H/300,1,400.00,,1,,,
41245,63447,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,1242,,,1,1,1,H/300,1,400.00,,1,,,
41246,63448,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,2390,,,1,1,1,H/300,1,400.00,,1,,,
41247,63449,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,2393,,,1,1,1,H/300,1,400.00,,1,,,
41248,63450,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,2618,,,1,1,1,H/300,1,400.00,,1,,,
41249,63451,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,4848,,,1,1,1,H/300,1,400.00,,1,,,
41250,63452,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,1658,,,1,1,1,H/300,1,400.00,,1,,,
41251,63453,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,4612,,,1,1,1,H/300,1,1200.00,,2,,,
41252,63454,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,5775,,,1,1,1,H/300,1,400.00,,1,,,
41253,63455,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,5992,,,1,1,1,H/300,1,1600.00,,2,,,
41254,63456,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,5997,,,1,1,1,H/300,1,400.00,,1,,,
41255,63457,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,2132,,,1,1,1,H/300,1,1200.00,,2,,,
41256,63458,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,6221,,,1,1,1,H/300,1,400.00,,1,,,
41257,63459,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,3845,,,1,1,1,H/300,1,400.00,,1,,,
41258,63460,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,2654,,,1,1,1,H/300,1,400.00,,1,,,
41259,63461,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,4675,,,1,1,1,H/300,1,400.00,,1,,,
41260,63462,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,5979,,,1,1,1,H/300,1,400.00,,1,,,
41261,63463,9/9/2019,9/11/2019,13:00:00,9/11/2019,1,3255,,,1,1,1,H/300,1,1200.00,,2,,,
41262,63464,9/9/2019,9/11/2019,13:00:00,9/11/2019,1,4658,,,1,1,1,H/300,1,400.00,,1,,,
41263,63465,9/9/2019,9/10/2019,13:00:00,9/10/2019,1,3765,,,1,1,1,H/300,1,900.00,,2,,,
41264,63466,9/9/2019,9/10/2019,13:00:00,9/10/2019,1,6229,,,1,1,1,H/300,1,2500.00,,2,,,
41265,63467,9/9/2019,9/10/2019,13:00:00,9/10/2019,1,6637,,,1,1,1,H/300,1,1300.00,,2,,,
41266,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,6701,,,1,1,1,H/300,1,400.00,,1,,,
41267,63468,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,3227,,,1,1,1,H/300,1,1200.00,,2,,,
41268,63469,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,1148,,,1,1,1,H/300,1,400.00,,1,,,
41269,63470,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,5585,,,1,1,1,H/300,1,400.00,,1,,,
41270,63471,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,4171,,,1,1,1,H/300,1,400.00,,1,,,
41271,63472,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,5374,,,1,1,1,H/300,1,400.00,,1,,,
41272,63473,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,1935,,,1,1,1,H/300,1,400.00,,1,,,
41273,63474,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,2411,,,1,1,1,H/300,1,0.00,,1,,,
41274,63475,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,245,,,1,1,1,H/300,1,400.00,,1,,,
41275,63476,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,3909,,,1,1,1,H/300,1,400.00,,1,,,
41276,63477,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,2832,,,1,1,1,H/300,1,400.00,,1,,,
41277,63478,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,3481,,,1,1,1,H/300,1,400.00,,1,,,
41278,63479,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,2533,,,1,1,1,H/300,1,400.00,,1,,,
41279,63480,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,5000,,,1,1,1,H/300,1,400.00,,1,,,
41280,63481,10/9/2019,10/10/2019,13:00:00,10/10/2019,1,6192,,,1,1,1,H/300,1,1500.00,,2,,,
41281,63482,10/9/2019,10/11/2019,13:00:00,10/11/2019,1,3144,,,1,1,1,H/300,1,1500.00,,2,,,
41282,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,6702,,,1,1,1,H/300,1,2000.00,,2,,,
41283,63483,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,302,,,1,1,1,H/300,1,400.00,,1,,,
41284,63484,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,1594,,,1,1,1,H/300,1,400.00,,1,,,
41285,63485,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,5345,,,1,1,1,H/300,1,400.00,,1,,,
41286,63486,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,5594,,,1,1,1,H/300,1,400.00,,1,,,
41287,63487,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,5781,,,1,1,1,H/300,1,400.00,,1,,,
41288,63488,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,3322,,,1,1,1,H/300,1,400.00,,1,,,
41289,63489,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,313,,,1,1,1,H/300,1,1200.00,,2,,,
41290,63490,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,2267,,,1,1,1,H/300,1,400.00,,1,,,
41291,63491,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,1041,,,1,1,1,H/300,1,1200.00,,2,,,
41292,63492,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,5365,,,1,1,1,H/300,1,1000.00,,2,,,
41293,63493,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,3940,,,1,1,1,H/300,1,1000.00,,2,,,
41294,63494,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,1892,,,1,1,1,H/300,1,400.00,,1,,,
41295,63495,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,3381,,,1,1,1,H/300,1,400.00,,1,,,
41296,63496,11/9/2019,11/11/2019,13:00:00,11/11/2019,1,5595,,,1,1,1,H/300,1,1200.00,,2,,,
41297,63497,8/9/2019,8/10/2019,13:00:00,8/10/2019,1,2503,,,1,1,1,H/300,1,400.00,,1,,,
41298,63443,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,2363,,,1,1,1,H/300,1,400.00,,1,,,
41299,63418,6/9/2019,6/12/2019,13:00:00,6/12/2019,1,6398,,,1,1,1,H/300,1,1400.00,,2,,,
41300,63467,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,6703,,,1,1,1,H/300,1,500.00,,1,,,
41301,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,5175,,,1,1,1,H/300,1,0.00,,2,,,
41302,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6521,,,1,1,1,H/300,1,0.00,,2,,,
41303,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6527,,,1,1,1,H/300,1,0.00,,2,,,
41304,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6528,,,1,1,1,H/300,1,0.00,,2,,,
41305,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,5587,,,1,1,1,H/300,1,0.00,,2,,,
41306,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6358,,,1,1,1,H/300,1,0.00,,2,,,
41307,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6522,,,1,1,1,H/300,1,0.00,,2,,,
41308,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6524,,,1,1,1,H/300,1,0.00,,2,,,
41309,63441,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,6523,,,1,1,1,H/300,1,0.00,,2,,,
41310,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6343,,,1,1,1,H/300,1,0.00,,2,,,
41311,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6339,,,1,1,1,H/300,1,0.00,,2,,,
41312,63441,7/9/2019,7/12/2019,9:00:00,7/12/2019,1,6342,,,1,1,1,H/300,1,0.00,,2,,,
41313,63441,7/9/2019,7/12/2019,13:00:00,7/12/2019,1,6211,,,1,1,1,H/300,1,2000.00,,1,,,
41314,63467,9/9/2019,9/12/2019,13:00:00,9/12/2019,1,3382,,,1,1,1,H/300,1,1200.00,,1,,,
41315,63467,9/9/2019,9/1/2020,13:00:00,9/1/2020,1,6704,,,1,1,1,H/300,1,350.00,,1,,,
41316,63381,5/9/2019,5/10/2019,13:00:00,5/10/2019,1,6705,,,1,1,1,H/300,1,0.00,,2,,,
41317,63138,23/9/2019,23/10/2019,13:00:00,23/10/2019,1,1206,,,1,1,1,H/300,1,0.00,,1,,,
41318,63467,9/9/2019,9/12/2019,19:31:31,9/12/2019,1,6706,,,1,1,1,H300,1,400.00,,1,,,
41319,63498,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,2811,,,1,1,1,H/300,1,400.00,,1,,,
41320,63499,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,2812,,,1,1,1,H/300,1,400.00,,1,,,
41321,63500,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,1241,,,1,1,1,H/300,1,400.00,,1,,,
41322,63501,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,1112,,,1,1,1,H/300,1,400.00,,1,,,
41323,63502,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,612,,,1,1,1,H/300,1,400.00,,1,,,
41324,63503,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,159,,,1,1,1,H/300,1,400.00,,1,,,
41325,63504,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,4655,,,1,1,1,H/300,1,400.00,,1,,,
41326,63505,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,4656,,,1,1,1,H/300,1,400.00,,1,,,
41327,63506,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,4403,,,1,1,1,H/300,1,400.00,,1,,,
41328,63507,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,5347,,,1,1,1,H/300,1,400.00,,1,,,
41329,63508,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,3308,,,1,1,1,H/300,1,400.00,,1,,,
41330,63509,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,3560,,,1,1,1,H/300,1,400.00,,1,,,
41331,63510,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,5802,,,1,1,1,H/300,1,400.00,,1,,,
41332,63511,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,6228,,,1,1,1,H/300,1,400.00,,1,,,
41333,63512,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,5177,,,1,1,1,H/300,1,400.00,,1,,,
41334,63513,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,6514,,,1,1,1,H/300,1,1500.00,,2,,,
41335,63514,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,2222,,,1,1,1,H/300,1,400.00,,1,,,
41336,63515,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,2916,,,1,1,1,H/300,1,1200.00,,2,,,
41337,63516,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,6515,,,1,1,1,H/300,1,400.00,,1,,,
41338,63517,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,6001,,,1,1,1,H/300,1,0.00,,1,,,
41339,63482,10/9/2019,10/10/2019,14:00:00,10/10/2019,1,3942,,,1,1,1,H/300,1,0.00,,2,,,
41340,63482,10/9/2019,10/12/2019,19:31:31,10/12/2019,1,598,,,1,1,1,H300,1,400.00,,1,,,
41341,63482,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,6265,,,1,1,1,H300,1,1200.00,,2,,,
41342,63482,10/9/2019,10/12/2019,19:31:31,10/12/2019,1,6707,,,1,1,1,H300,1,400.00,,1,,,
41343,63482,10/9/2019,10/12/2019,19:31:31,10/12/2019,1,6708,,,1,1,1,H300,1,450.00,,1,,,
41344,63518,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,4225,,,1,1,1,H/300,1,400.00,,1,,,
41345,63519,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,2024,,,1,1,1,H/300,1,400.00,,1,,,
41346,63520,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,5042,,,1,1,1,H/300,1,400.00,,1,,,
41347,63521,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,2834,,,1,1,1,H/300,1,1200.00,,2,,,
41348,63522,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,5348,,,1,1,1,H/300,1,400.00,,1,,,
41349,63523,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,3487,,,1,1,1,H/300,1,1200.00,,2,,,
41350,63524,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,418,,,1,1,1,H/300,1,400.00,,1,,,
41351,63525,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,1902,,,1,1,1,H/300,1,0.00,,1,,,
41352,63526,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,3690,,,1,1,1,H/300,1,0.00,,1,,,
41353,63527,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,3959,,,1,1,1,H/300,1,0.00,,1,,,
41354,63528,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,4095,,,1,1,1,H/300,1,0.00,,1,,,
41355,63529,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,4447,,,1,1,1,H/300,1,400.00,,1,,,
41356,63530,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,3683,,,1,1,1,H/300,1,0.00,,1,,,
41357,63531,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,3960,,,1,1,1,H/300,1,0.00,,1,,,
41358,63532,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,2565,,,1,1,1,H/300,1,400.00,,1,,,
41359,63533,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,2201,,,1,1,1,H/300,1,400.00,,1,,,
41360,63534,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,4662,,,1,1,1,H/300,1,400.00,,1,,,
41361,63535,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,5036,,,1,1,1,H/300,1,1000.00,,2,,,
41362,63536,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,6230,,,1,1,1,H/300,1,400.00,,1,,,
41363,63537,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,6231,,,1,1,1,H/300,1,1000.00,,2,,,
41364,63538,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,5975,,,1,1,1,H/300,1,1200.00,,2,,,
41365,63539,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,6516,,,1,1,1,H/300,1,400.00,,1,,,
41366,63540,13/9/2019,13/11/2019,13:00:00,13/11/2019,1,3523,,,1,1,1,H/300,1,400.00,,1,,,
41367,63541,13/9/2019,13/11/2019,13:00:00,13/11/2019,1,3849,,,1,1,1,H/300,1,1200.00,,2,,,
41368,63542,13/9/2019,13/11/2019,13:00:00,13/11/2019,1,4162,,,1,1,1,H/300,1,400.00,,1,,,
41369,63543,13/9/2019,13/11/2019,13:00:00,13/11/2019,1,5612,,,1,1,1,H/300,1,1200.00,,2,,,
41370,63517,12/9/2019,12/12/2019,9:00:00,12/12/2019,1,1249,,,1,1,1,H/300,1,8000.00,,2,,,
41371,63594,16/9/2019,16/10/2019,13:00:00,16/10/2019,1,2935,,,1,1,1,H/300,1,14850.00,,2,,,
41372,63595,16/9/2019,16/10/2019,13:00:00,16/10/2019,1,3065,,,1,1,1,H/300,1,13860.00,,2,,,
41373,63482,10/9/2019,10/12/2019,13:00:00,10/12/2019,1,3787,,,1,1,1,H/300,1,400.00,,1,,,
41374,63497,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,6709,,,1,1,1,H/300,1,500.00,,1,,,
41375,63497,11/9/2019,11/12/2019,13:00:00,11/12/2019,1,2612,,,1,1,1,H/300,1,400.00,,1,,,
41376,63517,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,6473,,,1,1,1,H/300,1,0.00,,2,,,
41377,63517,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,6475,,,1,1,1,H/300,1,0.00,,2,,,
41378,63517,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,6710,,,1,1,1,H/300,1,400.00,,1,,,
41379,63544,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,5047,,,1,1,1,H/300,1,400.00,,1,,,
41380,63545,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,5047,,,1,1,1,H/300,1,400.00,,1,,,
41381,63546,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,1450,,,1,1,1,H/300,1,1200.00,,2,,,
41382,63547,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,5359,,,1,1,1,H/300,1,400.00,,1,,,
41383,63548,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,5360,,,1,1,1,H/300,1,1500.00,,2,,,
41384,63549,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,5790,,,1,1,1,H/300,1,400.00,,1,,,
41385,63550,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,2344,,,1,1,1,H/300,1,400.00,,1,,,
41386,63551,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,6015,,,1,1,1,H/300,1,400.00,,1,,,
41387,63552,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,6233,,,1,1,1,H/300,1,1200.00,,2,,,
41388,63553,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,831,,,1,1,1,H/300,1,400.00,,1,,,
41389,63554,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,6234,,,1,1,1,H/300,1,400.00,,1,,,
41390,63555,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,6160,,,1,1,1,H/300,1,400.00,,1,,,
41391,63556,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,1540,,,1,1,1,H/300,1,400.00,,1,,,
41392,63557,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,3569,,,1,1,1,H/300,1,3000.00,,2,,,
41393,63558,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,6518,,,1,1,1,H/300,1,400.00,,1,,,
41394,63545,14/9/2019,14/12/2019,13:00:00,14/12/2019,1,5048,,,1,1,1,H/300,1,400.00,,1,,,
41395,63559,14/9/2019,14/12/2019,3:00:00,14/12/2019,1,6210,,,1,1,1,H/300,1,3500.00,,2,,,
41396,63609,16/9/2019,16/12/2019,10:00:00,16/12/2019,1,5601,,,1,1,1,H/300,1,1500.00,,2,,,
41397,63517,12/9/2019,12/12/2019,13:00:00,12/12/2019,1,6711,,,1,1,1,H/300,1,500.00,,1,,,
41398,63517,13/9/2019,13/12/2019,13:00:00,13/12/2019,1,6712,,,1,1,1,H/300,1,0.00,,2,,,
41399,63517,12/9/2019,12/12/2019,18:00:00,12/12/2019,1,6363,,,1,1,1,H/300,1,0.00,,2,,,
41400,63517,12/9/2019,12/12/2019,18:00:00,12/12/2019,1,5089,,,1,1,1,H/300,1,0.00,,2,,,
41401,63560,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,1825,,,1,1,1,H/300,1,400.00,,1,,,
41402,63561,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,685,,,1,1,1,H/300,1,400.00,,1,,,
41403,63562,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,2439,,,1,1,1,H/300,1,400.00,,1,,,
41404,63563,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,2258,,,1,1,1,H/300,1,400.00,,1,,,
41405,63564,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,1643,,,1,1,1,H/300,1,0.00,,1,,,
41406,63565,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,2018,,,1,1,1,H/300,1,400.00,,1,,,
41407,63566,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,699,,,1,1,1,H/300,1,400.00,,1,,,
41408,63567,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,2208,,,1,1,1,H/300,1,400.00,,1,,,
41409,63568,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,3012,,,1,1,1,H/300,1,400.00,,1,,,
41410,63569,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,1603,,,1,1,1,H/300,1,400.00,,1,,,
41411,63570,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,1914,,,1,1,1,H/300,1,400.00,,1,,,
41412,63571,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,4664,,,1,1,1,H/300,1,1200.00,,2,,,
41413,63572,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,4213,,,1,1,1,H/300,1,400.00,,1,,,
41414,63573,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,5051,,,1,1,1,H/300,1,400.00,,1,,,
41415,63574,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,5354,,,1,1,1,H/300,1,400.00,,1,,,
41416,63575,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,5599,,,1,1,1,H/300,1,1200.00,,2,,,
41417,63576,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,2486,,,1,1,1,H/300,1,1200.00,,2,,,
41418,63577,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,6014,,,1,1,1,H/300,1,400.00,,1,,,
41419,63578,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,6011,,,1,1,1,H/300,1,1200.00,,2,,,
41420,63579,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,5940,,,1,1,1,H/300,1,400.00,,1,,,
41421,63580,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,6016,,,1,1,1,H/300,1,400.00,,1,,,
41422,63581,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,1625,,,1,1,1,H/300,1,400.00,,1,,,
41423,63582,16/9/2019,16/12/2019,13:00:00,16/12/2019,1,3932,,,1,1,1,H/300,1,3800.00,,2,,,
